file_path,file_type,feature_area,inspected_yes_no,role_summary,main_exports_or_components,code_readability_score_0_100,maintainability_score_0_100,production_readiness_score_0_100,security_risk_0_100,performance_risk_0_100,seo_relevance_0_100,bug_risk_0_100,dead_code_risk_0_100,visual_regression_risk_0_100,key_findings,evidence_ids,recommended_action,priority_P0_P1_P2_P3,confidence_low_medium_high
src/app/api/search/suggestions/route.ts,api_route,search_discovery,yes,api_route for search_discovery.,GET,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/app/globals.css,css,general,yes,css for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/app/layout.tsx,layout,general,yes,layout for general.,metadata; viewport; RootLayout,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/app/opengraph-image.tsx,tsx,seo,yes,tsx for seo.,alt; size; contentType; OpengraphImage,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/app/robots.ts,ts,seo,yes,ts for seo.,robots,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E013,Keep as-is or clean opportunistically.,P3,high
src/app/sitemap.ts,ts,seo,yes,ts for seo.,sitemap,84,82,73,10,10,60,14,8,8,Contains console logging path.,E012;E056,Keep as-is or clean opportunistically.,P3,high
src/backend/account/address.ts,backend_module,buyer_account,yes,backend_module for buyer_account.,addressPayloadSchema; AddressPayload; parseAddressPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/account/profile.ts,backend_module,buyer_account,yes,backend_module for buyer_account.,ProfilePayload; parseProfilePayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/admin-utils.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,requireAdminSession; isSuperAdminRole; logAdminAudit; ensureUniqueSlug; isManagedAdminUpload; resolveManagedPublicUploadPath; persistAdminUpload; deleteManagedAdminUpload; cleanupManagedAdminUploads; deleteReplacedAdminUploads,84,72,78,10,10,10,22,8,8,Uses any/loose typing.,E007;E029,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/banner-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminBannerPayload; parseAdminBannerPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/category-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminCategoryPayload; parseAdminCategoryPayload; assertValidCategoryParent,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/coupon-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminCouponPayload; parseAdminCouponPayload; validateCouponRelations; resolveCouponMutationError,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/flash-sale-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminFlashSalePayload; parseAdminFlashSalePayload; validateFlashSaleProducts,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/homepage-section-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminHomepageSectionPayload; parseAdminHomepageSectionPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/image-processing.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,persistOptimizedImageUpload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E027,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/inventory-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminInventoryPayload; parseAdminInventoryPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/notification-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,ADMIN_NOTIFICATION_TYPES; ADMIN_NOTIFICATION_RECIPIENT_TYPES; AdminNotificationPayload; parseAdminNotificationPayload; parseAdminNotificationReadPayload; resolveNotificationAudienceWhere,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/order-update-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminOrderStatusPayload; AdminPaymentStatusPayload; parseAdminOrderStatusPayload; parseAdminPaymentStatusPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/product-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminProductPayload; parseAdminProductPayload; AdminCategoryOption; AdminEditableProduct; requireAdminSession; ensureUniqueProductSlug; deleteManagedUpload; cleanupManagedUploads; normalizeProductImages; deleteRemovedProductImages; normalizeTags; normalizeVariants,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E026,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/reports.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,parseAdminReportRange; getAdminReportData; escapeCsvValue; buildAdminReportCsv,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E030,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/return-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,AdminReturnPayload; parseAdminReturnPayload; parseAdminReturnStatusFilter; resolveReturnOrderStatus,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/review-moderation.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,parseAdminReviewModerationPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/settings-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,ADMIN_SETTING_DEFINITIONS; AdminSettingEntry; parseAdminSettingsPayload,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/admin/user-editor.ts,backend_module,admin_rbac_operations,yes,backend_module for admin_rbac_operations.,ADMIN_MANAGED_ROLES; AdminUserPayload; parseAdminUserPayload; parseAdminUserListFilters; buildAdminUserWhere,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/auth/config.ts,backend_module,auth_session,yes,backend_module for auth_session.,authConfig,84,82,78,28,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E004,Keep as-is or clean opportunistically.,P3,high
src/backend/auth/index.ts,backend_module,auth_session,yes,backend_module for auth_session.,none detected,84,82,78,28,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E004,Keep as-is or clean opportunistically.,P3,high
src/backend/catalog/product-price-filter.ts,backend_module,product_catalog,yes,backend_module for product_catalog.,parsePriceParam; buildEffectivePriceWhere; EffectivePriceSortDirection; getEffectivePriceSortDirection; sortProductsByEffectivePrice,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/commerce-stats.ts,backend_module,general,yes,backend_module for general.,SOLD_ORDER_STATUSES; syncProductSoldCounts; recordProductView,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/config/index.ts,backend_module,general,yes,backend_module for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/config/payment.ts,backend_module,payment_readiness,yes,backend_module for payment_readiness.,PAYMENT_GATEWAYS,84,82,78,10,10,10,14,16,8,Contains placeholder/TODO/coming-soon language or logic.,E021,Keep as-is or clean opportunistically.,P3,high
src/backend/config/site.ts,backend_module,general,yes,backend_module for general.,siteConfig,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/database/index.ts,backend_module,general,yes,backend_module for general.,db,84,72,78,10,10,10,22,8,8,Uses any/loose typing.,E041,Keep as-is or clean opportunistically.,P3,high
src/backend/reviews.ts,backend_module,post_purchase,yes,backend_module for post_purchase.,ReviewAccessState; ReviewPayload; parseReviewPayload; getApprovedReviewStats; syncProductReviewStats,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/security/rate-limit.ts,backend_module,security,yes,backend_module for security.,rateLimit,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E008,Keep as-is or clean opportunistically.,P3,high
src/backend/seo/JsonLd.tsx,backend_module,seo,yes,backend_module for seo.,JsonLd,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/seo/constants.ts,backend_module,seo,yes,backend_module for seo.,SEO,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/seo/index.ts,backend_module,seo,yes,backend_module for seo.,none detected,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/seo/metadata.ts,backend_module,seo,yes,backend_module for seo.,generateProductMetadata; generateCategoryMetadata; generatePageMetadata,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E011,Keep as-is or clean opportunistically.,P3,high
src/backend/seo/structured-data.ts,backend_module,seo,yes,backend_module for seo.,generateProductJsonLd; generateBreadcrumbJsonLd; generateOrganizationJsonLd; generateWebsiteJsonLd; generateLocalBusinessJsonLd; generateFAQJsonLd; generateItemListJsonLd,84,82,78,10,10,60,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E014,Keep as-is or clean opportunistically.,P3,high
src/backend/types/api.ts,backend_module,general,yes,backend_module for general.,ApiResponse; PaginatedResponse,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/auth.ts,backend_module,general,yes,backend_module for general.,none detected,84,82,78,28,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/category.ts,backend_module,category_taxonomy,yes,backend_module for category_taxonomy.,CategoryTree,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/index.ts,backend_module,general,yes,backend_module for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/order.ts,backend_module,general,yes,backend_module for general.,OrderData; OrderItemData; AddressData,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/payment.ts,backend_module,general,yes,backend_module for general.,PaymentGateway,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/product.ts,backend_module,product_catalog,yes,backend_module for product_catalog.,ProductCardData; ProductDetailData; VariantData; ReviewData,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/types/search.ts,backend_module,search_discovery,yes,backend_module for search_discovery.,SearchFilters,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/utils/cn.ts,backend_module,general,yes,backend_module for general.,cn,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/utils/commerce.ts,backend_module,general,yes,backend_module for general.,generateOrderNumber; calculateShipping; applyCoupon,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/utils/format.ts,backend_module,general,yes,backend_module for general.,formatPrice; calculateDiscount; formatDate; formatDateRelative; getRatingLabel; getStockStatus,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/utils/index.ts,backend_module,general,yes,backend_module for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/backend/utils/string.ts,backend_module,general,yes,backend_module for general.,slugify; truncate; buildSearchParams; getImagePlaceholder,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/account/AddressManager.tsx,frontend_component,buyer_account,yes,frontend_component for buyer_account.,AddressManager,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/account/ProfileForm.tsx,frontend_component,buyer_account,yes,frontend_component for buyer_account.,ProfileForm,84,72,78,10,10,10,22,8,28,Uses any/loose typing.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/account/ReturnRequestButton.tsx,frontend_component,buyer_account,yes,frontend_component for buyer_account.,ReturnRequestButton,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/AdminHeader.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,AdminHeader,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/AdminImageField.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,AdminImageField,84,72,78,10,10,10,22,8,28,Uses any/loose typing.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/AdminShell.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,AdminShell,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/AdminSidebar.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,ADMIN_NAV_ITEMS; AdminSidebar,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/BannerEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,BannerEditorForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/CategoryEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,CategoryEditorForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/CouponEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,CouponEditorForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/FlashSaleEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,FlashSaleEditorForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/HomepageSectionEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,HomepageSectionEditorForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/InventoryAdjustmentPanel.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,InventoryAdjustmentPanel,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/NotificationComposer.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,NotificationComposer,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/NotificationRowActions.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,NotificationRowActions,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/OrderStatusUpdater.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,OrderStatusUpdater,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/PaymentStatusUpdater.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,PaymentStatusUpdater,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/ProductEditorForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,ProductEditorForm,84,72,78,10,10,10,22,8,28,Uses any/loose typing.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/ReturnRequestManager.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,ReturnRequestManager,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/ReviewModerationActions.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,ReviewModerationActions,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/UserManagementForm.tsx,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,UserManagementForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/category-utils.ts,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,CategoryTreeNode; getDescendantCategoryIds,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/admin/form-utils.ts,frontend_component,admin_rbac_operations,yes,frontend_component for admin_rbac_operations.,createRowId; toSlug; readFileAsDataUrl; toDateTimeLocalValue,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/cart/CartDrawer.tsx,frontend_component,buyer_client_state,yes,frontend_component for buyer_client_state.,CartDrawer,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/category/category-config.tsx,frontend_component,category_taxonomy,yes,frontend_component for category_taxonomy.,CATEGORY_CONFIG; getCategoryConfig,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/content/ContactForm.tsx,frontend_component,general,yes,frontend_component for general.,ContactForm,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/content/ContentPageShell.tsx,frontend_component,general,yes,frontend_component for general.,ContentPageShell,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/content/FAQContent.tsx,frontend_component,general,yes,frontend_component for general.,FAQSection; FAQContent,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/content/TrackOrderLookup.tsx,frontend_component,general,yes,frontend_component for general.,TrackOrderLookup,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/FeaturedCategories.tsx,frontend_component,general,yes,frontend_component for general.,FeaturedCategories,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/FeaturedProductRotator.tsx,frontend_component,general,yes,frontend_component for general.,FeaturedProductRotator,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/FlashSaleSection.tsx,frontend_component,general,yes,frontend_component for general.,FlashSaleSection,84,72,78,10,10,10,22,8,28,Uses any/loose typing.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/HeroBanner.tsx,frontend_component,general,yes,frontend_component for general.,HeroBanner,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/ProductGrid.tsx,frontend_component,general,yes,frontend_component for general.,ProductGrid,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/home/PromoSection.tsx,frontend_component,general,yes,frontend_component for general.,PromoSection; NewsletterSection,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/layout/BoilabinLogo.tsx,frontend_component,general,yes,frontend_component for general.,BoilabinLogo,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/layout/BrandWordmark.tsx,frontend_component,general,yes,frontend_component for general.,BrandWordmark,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/layout/Footer.tsx,frontend_component,general,yes,frontend_component for general.,Footer,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/layout/Header.tsx,frontend_component,general,yes,frontend_component for general.,Header,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/layout/NewsletterForm.tsx,frontend_component,general,yes,frontend_component for general.,HomepageNewsletterForm,84,72,78,10,10,10,22,8,28,Uses any/loose typing.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/product/MobileSearchFilters.tsx,frontend_component,product_catalog,yes,frontend_component for product_catalog.,MobileSearchFilters,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/product/ProductCard.tsx,frontend_component,product_catalog,yes,frontend_component for product_catalog.,ProductCard; ProductCardSkeleton,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/product/ProductDetailClient.tsx,frontend_component,product_catalog,yes,frontend_component for product_catalog.,ProductDetailClient,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/product/ReviewSection.tsx,frontend_component,product_catalog,yes,frontend_component for product_catalog.,ReviewSection,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/product/SearchFiltersPanel.tsx,frontend_component,product_catalog,yes,frontend_component for product_catalog.,SearchFiltersPanel,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/search/SortSelect.tsx,frontend_component,search_discovery,yes,frontend_component for search_discovery.,SortSelect,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/ui/CountdownTimer.tsx,frontend_component,general,yes,frontend_component for general.,CountdownTimer,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/components/ui/Providers.tsx,frontend_component,general,yes,frontend_component for general.,Providers,84,82,78,10,10,10,14,8,28,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/hooks/index.ts,frontend_component,general,yes,frontend_component for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/stores/cart.ts,frontend_component,buyer_client_state,yes,frontend_component for buyer_client_state.,CartItem; CartCoupon; useCartStore,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/stores/compare.ts,frontend_component,buyer_client_state,yes,frontend_component for buyer_client_state.,useCompareStore,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/stores/index.ts,frontend_component,buyer_client_state,yes,frontend_component for buyer_client_state.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/stores/wishlist.ts,frontend_component,buyer_client_state,yes,frontend_component for buyer_client_state.,useWishlistStore,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/frontend/utils/safe-callback-url.ts,frontend_component,general,yes,frontend_component for general.,getSafeCallbackUrl,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/middleware.ts,ts,auth_session,yes,ts for auth_session.,middleware; config,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E005,Keep as-is or clean opportunistically.,P3,high
